model_name,prompt_id,category,prompt_text,output_text,latency_seconds,fluency,coherence,correctness,instruction_following,hallucination_control
gemma2:2b,msa_05,MSA Writing,اكتب ملخصاً لفكرة مشروع تطبيق إلكتروني لتعليم اللغة العربية للأطفال.,"##  ملخص فكرة مشروع تطبيق تعلم اللغة العربية للأطفال:

**فكرة:** تصميم تطبيق إلكتروني يُساعد الأطفال على تعلم اللغة العربية بطريقة مُلِدةٍ، مُبنية على مَحْنٌ من الترفيه والتعلم المُتعدّد. 


**ميزات التطبيق:**

* **رسوم متحركة و игري:**  يُمكن الوصول إلى محتوى التعليم الفعال بمعاني واضحة ومباشرة،  من خلال الرسومات المتحركة المُرتبطة بِحَثٍ تفاعلي،  و  المحتوى المتنوع.
* **تطبيقات متنوعة:** يُمكن تطبيق هذه الفكرة لتعليم اللغة العربية بشكل مُختلف،  بواسطة: 
    * **التعلم اللغوي:** تُساعد الصور و النصوص على تعزيز المفاهيم الإحصائية، مع التركيز على  اللغة العربية الفُرْتَنْهَ.
    * **التعرف على الألفاظ:** يُمكن تكوين ألعاب تفاعلية،  حيث يكتشف الأطفال مفردات جديدة من خلال  العمل مع اللغة العربية. 
    * **التعلم اللغوي وتطبيقات الحياة:**  يتضمن محتوى التطبيق مهام تُمكّن الأطفال من تطبيق المعرفة في حياتهم اليومية.
* **محتوى مُصمم خصيصاً:** يُقدم التطبيق محتوى مُصمم خصيصًا لِأعْجَنْهُ،  من خلال:
    * **تُعديل الفئة العمرية** : تُمكن هذه الفئة من الوصول إلى معلومات تُناسبها. 
    * **التطبيقات المُشابهة للأطفال:**  لا يُقتصر محتوى التطبيق على اللغة العربية فقط، بل يُضيف ميزات مُحْنَى عن طريق  مُحتوى مُتعدّد.


**مستقبل التطبيق:**

* **تطوير محتوى جديد:**  يُمكن تطوير محتوى التطبيق من خلال إضفاء المزيد من الفائدة على الأطفال.
* **التوسع في المُختلفة:**  يمكن للمنصة توسيع نطاقها،  بإضافة قنوات أخرى مثل YouTube و Facebook و Instagram. 


**حجم المشروع:**

* **وحدة تصميم:** يُمكن إنشاء تطبيق مُصمم خصيصاً لِأُجْهَلْهُ،  مع إمكانية تطويره لاحقًا.
* **دعم:**   يجب توفير دعم شامل لِمَنْ يَستخدم التطبيق،  من خلال:
    * **الرد على الأسئلة** : تقديم مساعدة للطلاب من خلال صفحات FAQ. 
    * **إستبدال محتوى:**   تقديم إستبدال للمحتوى المُحْنُوّ . 

**ملاحظة:**

يُمكن  إجراء تحليلات شاملة لتقييم فعالية التطبيق و تخصيصه لِأَعْجَنْهُ. 
",60.22,5,5,4,5,4
gemma2:2b,msa_06,MSA Writing,اكتب خطاباً تحفيزياً قصيراً لطلاب الجامعة عن أهمية المثابرة.,"##  The Power of Persistence 

أهلاً طلابنا! اليوم، أود أن نشير لكم إلى أهمية المثابرة في رحلة تعلمكم.  

لا يوجد شيء يملت  من خلال التحديات و الصعاب.  ثابتة، هي قوة  خارج السهم والتوصل  إلى النجاح . 
  
يعدّ من أهم  أسباب نجاحك  الشراكة مع  ممارسات  المثل ،  معرفة   و  بناء  للتواصل مع نفسكم.

ثقافة  التحدي  وتوجيه  تجعلكم  لا يهم  النتائج، بل  هوية  أمنية! 
     
أتمنى لكم كل النجاح في رحلة  تعلمكم! 



",16.48,5,5,4,5,4
gemma2:2b,sum_01,Summarization,لخّص النص التالي في ثلاث جمل: الذكاء الاصطناعي هو فرع من علوم الحاسوب يهدف إلى إنشاء أنظمة قادرة على أداء مهام تتطلب عادةً ذكاءً بشرياً. تشمل هذه المهام التعلم والتفكير وحل المشكلات والتعرف على الأنماط وفهم اللغة الطبيعية. يُستخدم الذكاء الاصطناعي في مجالات متعددة مثل الطب والتعليم والصناعة والنقل. أحدث تقنيات التعلم العميق ثورة في هذا المجال.,"يُعرّف الذكاء الاصطناعي بأنه مجال من علوم الحاسوب يهدف إلى تطوير أنظمة قادرة على أداء المهام المتقدمة التي تتطلب ذكاء بشري، مثل التعلم والتفكير والحلول المشكلات والتعميم.  يستخدم الذكاء الاصطناعي في مجالات مختلفة، مثل الطب و التعليم والصناعة والنقل، حيث تُشهد أحدث تقنيات تعلم العميق تحولات سُعة في هذا المجال. 
",12.02,5,4,4,5,4
gemma2:2b,sum_02,Summarization,لخّص الفقرة التالية: تُعدّ مدينة القاهرة من أكبر المدن في أفريقيا والشرق الأوسط. تأسست منذ أكثر من ألف عام وتضم معالم تاريخية بارزة مثل الأهرامات وقلعة صلاح الدين. يبلغ عدد سكانها أكثر من عشرين مليون نسمة.,"القاهرة هي مدينة lớn في أفريقيا والشرق الأوسط، تأسست قبل أكثر من ألف عام، وتتكون من معالم تاريخية كأهرامات وقلعة صلاح الدين.  يُعدّ عدد سكانها تجاوز 20 مليون نسمة. 
",6.82,5,4,3,5,4
gemma2:2b,sum_03,Summarization,لخّص في جملتين: التغير المناخي يمثل تهديداً حقيقياً للبشرية. ترتفع درجات الحرارة عالمياً بسبب انبعاثات الغازات الدفيئة. تتسبب هذه الظاهرة في ذوبان الجليد القطبي وارتفاع مستوى سطح البحر.,"التهديد المناخي الحقيقي يؤثر على البشرية بشكل كبير، مع ارتفاع درجات الحرارة عالميًا وتتسبب في ذوبان الجليد القاري والتغيرات العميقة في مستوى سطح البحر. 
",5.37,5,3,3,5,4
gemma2:2b,sum_04,Summarization,اختصر هذا النص إلى نقطتين رئيسيتين: شهد العالم العربي حركة ترجمة واسعة في العصر العباسي. أسهم هذا في نهضة علمية شاملة. برز علماء عرب كابن سينا والخوارزمي وابن الهيثم.,"إليك نقاطًا رئيسيتان لتلك النص:

1. **عشّر العالم العربي حركة ترجمة واسعة خلال العصر العباسي، ما أدى إلى نهضة شاملة في العلم.**
2. **برز علماء عرب كابن سينا والخوارزمي وابن الهيثم، واشتهروا بقدراتهم العلمية.** 
",8.65,5,5,4,5,4
gemma2:2b,sum_05,Summarization,لخّص هذه القصة: كان هناك صياد فقير يعيش على شاطئ البحر. في أحد الأيام وجد صندوقاً قديماً فيه خريطة لكنز. ذهب للجزيرة لكن اكتشف أن الكنز الحقيقي كان الشجاعة التي اكتسبها.,"This story is about a poor fisherman who finds an ancient chest containing a map to buried treasure. He heads to the island, only to discover that the real ""treasure"" was the courage he gained through his journey. 
",6.57,1,4,3,2,4
gemma2:2b,sum_06,Summarization,لخّص في جملة واحدة: رؤية 2030 السعودية تهدف إلى تنويع مصادر الدخل وتقليل الاعتماد على النفط وتطوير قطاعات السياحة والتكنولوجيا.,"رؤية 2030 السعودية تحوّل من اعتماد نفطها إلى اقتصاد متنوع يركز على السياحة، التكنولوجيا وزيادة الدخل. 
",5.12,5,3,3,5,4
gemma2:2b,rc_01,Reading Comprehension,اقرأ النص وأجب: اخترع توماس أديسون المصباح الكهربائي عام 1879 بعد آلاف التجارب. قال أديسون: لم أفشل بل وجدت عشرة آلاف طريقة لا تعمل. السؤال: كم تجربة فاشلة أجراها أديسون تقريباً؟,"يُرجى إخباري أن أديسون اجر  **10,000** تجربة فاشلة قبل إنجاز المصباح الكهربائي. 
",5.63,4,3,2,5,4
gemma2:2b,rc_02,Reading Comprehension,اقرأ وأجب: اللغة العربية يتحدثها أكثر من 400 مليون شخص وهي رسمية في 22 دولة. يُحتفل بيومها العالمي في 18 ديسمبر. السؤال: متى يُحتفل باليوم العالمي للغة العربية؟,"يُحتفل باليوم العالمي للغة العربية في **18 ديسمبر**. 
",3.27,3,3,2,5,3
gemma2:2b,rc_03,Reading Comprehension,اقرأ وأجب: الماء يغطي 71% من سطح الأرض. لا تتجاوز نسبة المياه العذبة 2.5% من إجمالي المياه. السؤال: ما نسبة المياه العذبة؟,"نسبة المياه العذبة هي **2.5%**. 
",2.81,3,2,2,5,3
gemma2:2b,rc_04,Reading Comprehension,صح أو خطأ: أُطلق مسبار فويجر 1 عام 1977 وخرج من المجموعة الشمسية عام 2012. العبارة: خرج فويجر 1 من المجموعة الشمسية عام 1977.,"**خطأ**.

مسبار الفويجر 1 أطلق عام **1977**, لكنه خرج من المجموعة الشمسية عام **2012**.  
 
ويمكن القول: *خيرت فويجر 1 من المجموعة الشمسية عام 1977.*.


",9.15,5,5,3,5,4
gemma2:2b,rc_05,Reading Comprehension,استخرج الفكرة الرئيسية: يواجه التعليم عن بُعد تحديات في الدول النامية منها ضعف الإنترنت وعدم توفر الأجهزة، لكنه يوفر فرصاً للوصول إلى مصادر تعليمية عالمية.,"**الخلاصة:**  لا تقتصر مشاكل التعليم عن بُعد على الدول النامية, فإنه يتوهم تحديات عديدة في هذه الدول، مثل ضعف الإنترنت وعدم توفر الأجهزة، لكنه يوفر منصات للوصول إلى مصادر تعليمية عالمية. 
",8.15,5,3,4,5,4
gemma2:2b,lr_01,Logical Reasoning,إذا كان كل الأطباء درسوا في الجامعة، وأحمد طبيب، فهل درس أحمد في الجامعة؟ اشرح.,"هذا سؤال يعتمد على افتراضات وبيانات محددة! 

**الإجابة:** نعم،  قد يكون أحمد طبيبًا إذا درس في الجامعة. 

**السبب:**

* **لا يوجد صلة بين كون الأطباء يدرسوا في الجامعة وطبيبة.** يمكن أن يكون طبيبًا من عدة أسباب:
    * **سجلات العمل الطبي:** قد تكون طبيبًا نتيجة دراسة، أو عمل، أو تدريب. 
    * **مفهوم طبيب:**  يمكن أن يكون طبيبًا من دون تأسيس على الجامعة، مثل الطبيب المختص في مجال محدد.

**تأكيد:**
* هل تعلم إذا كان أحمد طبيبًا فقط؟  لا يمكننا إقامة إجابة نهائية إلا بعد تقديم معلومات أكثر حول أحمد. 


",20.22,5,5,4,5,4
gemma2:2b,lr_02,Logical Reasoning,سارة أسرع من ليلى، وليلى أسرع من نور. رتّب المتسابقات من الأسرع إلى الأبطأ.,"تُدرك أن سارة أسرع من ليلى، وليلى أسرع من نور، لذا فإن ترتيب المتسابقات من الأسرع إلى الأبطأ:

1. **سارة** 
2. **ليلى**
3. **نور** 
",7.6,5,5,3,5,4
gemma2:2b,lr_03,Logical Reasoning,لدي 3 صناديق بملصقات خاطئة: تفاح، برتقال، خليط. سحبت تفاحة من صندوق الخليط. ما المحتوى الحقيقي لكل صندوق؟,"هذه لعبة ذكاء اصطناعي! إليك كيفية حلها:

* **تفوق:** إذا كنت تتدلىءً بملصقات خاطئة، فربما تكون تفاحاً في صندوق خليط. 
* **برتقال:** لا يمكن أن يكون برتقالاً في كل صناديق.  
* **خليط:** يُفترض أن الصناديق تحتوي على خلط من التفاحة والبرتقال.

**حل المشكلة:**


 
",12.99,5,5,4,5,4
gemma2:2b,lr_04,Logical Reasoning,أكمل النمط: 2، 6، 12، 20، ؟ واشرح القاعدة.,"الكمية التي تاتي بعدها هي  **30**.

**القاعدة:**  

هذا النمط يعتمد على التدرج في العدد بالضبط. فكر بمثال:

* 2 + **4** = 6
* 6 + **6** = 12
* 12 + **8** = 20
* 20 + **10** = 30


لذلك،  تدرج العدد من خلال إضافة عدد ثابت من المجموعات. 
",13.71,4,5,4,5,4
gemma2:2b,lr_05,Logical Reasoning,عمر أحمد ضعف عمر محمد. بعد 5 سنوات سيكون عمر أحمد 25 سنة. كم عمر محمد الآن؟,"Here's how to solve this problem:

**1.  Find Ahmed's current age:**

*  Ahmed will be 25 years old in 5 years, so his current age is 25 - 5 = 20 years old.

**2. Determine the age difference:**

* Ahmed is 20 years old and Muhammad is younger than him by a specific amount. We can find this difference based on our starting conditions:
  * If Ahmed is 20, then Muhammad is 20 - (the unknown amount) years old.

**3. Use the information about their age:**

* The problem states that ""عمر أحمد ضعف عمر محمد"". This translates to ""Ahmed's age is half of Muhammad's age""
  * Let's assume that the age difference between Ahmed and Muhammad is 'x' 


**4. Calculate Muhammad's current age:**

* We know that Ahmed will be 25 years old in 5 years. This implies that his current age is 20 years old.
* Now, we can find Muhammad's age by using the given information about their ages:  
   * if Ahmed is currently 20 years old and Muhammad's age is half of his, then the age difference between them would be 'x'. 

**5. Solve for x:** 


* 20 = 20 / 2 * 5 + x * 2


**6. Calculate Muhammad's age:**

*  Solve this equation to find the value of 'x'.
   * 20 = 10 + x * 2
   * 10 = x * 2
   * x = 5

 **Answer:**  Muhammad is currently 15 years old.



",43.14,1,5,3,2,4
gemma2:2b,lr_06,Logical Reasoning,إذا كانت كل القطط حيوانات وبعض الحيوانات أليفة، فهل كل القطط أليفة؟ اشرح منطقياً.,"لا، لا يمكننا أن ن断定 أن جميع القطط أليفة بناءً على هذه المعلومات. 

**المنطق:**

* **العبارة الأولى**: ""كل القطط حيوانات"" -  هناك صحة في هذه العبارة، لأن القطط هي حيوانات كائنات تملك ميزات مثل التطور و التغذية و الحركة.
* **العبارة الثانية**: ""بعض الحيوانات أليفة"" -  هذه العبارة غير دقيقة. بعض الحيوانات أليفة مثل الكلاب، لكنها ليست كل الحيوانات. 


**النتيجة:**

* لكي نصل إلى نتيجة صحيحة، يجب تحديد ما يشمل ""أليفة"". فهل تعني أليفة أي حيوان يمكن تدريبه أو إطلاقه بسهولة في المنزل؟
* لا يُمكننا بناءً على العبارتين الأولى والثانية أن نحدد إذا كانت جميع القطط أليفة. 

**مثال:**

* بعض الحيوانات أليفة مثل الكلاب، لكنهم ليسوا جميعًا ذويًا للطيخ أو التطوير. 


لذلك ، لا يمكننا بناءً على هذه المعلومات تحديد ما إذا كانت جميع القطط أليفة أم لا.
",30.51,5,5,4,5,4
gemma2:2b,dia_01,Dialect Test,ترجم من المصرية للفصحى: إيه اللي خلاك تروح من غير ما تقولي؟,"Here are a few ways to translate ""إيه اللي خلاك تروح من غير ما تقوله?"" into formal, everyday Egyptian Arabic:

**Formal:**

* **""أين هو الذي يرحل بدون أن يقول؟""** (Where is the one who leaves without saying anything?) 
* **""يا إحنا كذالك بقلعش اللي رجعت من دون كلمة واحدة!""**  (Oh, we're all talking about this one who left without a word!)

**Informal:**

* **""إيه اللى هربت من الجوِ؟""** (What’s running away from us?)
* **""أهلا يا إيه اللي غَرفت و لا تقلّ!""**  (Oh, what's that running away without a word!)


The best option depends on the context and your audience. 

**Explanation:**

The original phrase is asking ""Why are you leaving without saying anything?""
* The word ""لا"" in the sentence implies a question of why someone left without speaking. 


Let me know if you'd like help with more translations! 😊
",27.59,3,5,3,3,4
gemma2:2b,dia_02,Dialect Test,اكتب حواراً قصيراً بين شخصين باللهجة الخليجية عن الطقس.,"##  حوار الطقس

**شخص 1:** (أنتظر عائلي) يا جماعة، ما زالوا في الجو غريب! هونش… حلو… كايخيف…

**شخص 2:** (بكل سحر من الجو) و لا تقلش! كل حاجه ما شغّلت. فاتح… عيون… صار… يطلع… 

**شخص 1:** (تفاعل)  مش غريبة، يا عياش! كأننا في جولة… ريح… بَخْنُها … تشتّف؟

**شخص 2:** (مُحْدَد)  الله يطيب… ريح حلوة.  لكن صار… سريع…  لا شوي…

**شخص 1:** (ساخرة)  مش بتبقى ليا! بَتَزِر… هونش… كايخيف… 😜


 
",24.46,5,5,4,5,4
gemma2:2b,dia_03,Dialect Test,ما معنى هذه الكلمات الشامية: هلق، شو، كتير، منيح؟,"هذه كلمات شائعة في اللغة العربية الشامية و تعني:

* **هلق:**  مرادف للكلمة ""إلي"" أو ""لِـ""  و تُستخدم لتلخيص طلب أو إطلاق سياق، و يُمكن أن يشير إلى شيء جميل.
    
* **شو:**  تعكس الإعجاب أو التعبير عن إحسان أو تلبية طلب.
   
* **كتير:**  معنى ""كثير"" أو ""أكثر من ذلك"".

* **منيح:** تعني ""مفيدة"" أو ""ممتعة"" أو ""جميلة"".


تُستخدم هذه الكلمات في محادثات بين الناس في الشمال العربي، و تُعتبر رمزًا للثقافة الشامية. 
",20.78,5,5,4,5,4
gemma2:2b,dia_04,Dialect Test,ترجم للمصرية والسعودية: أريد أن أذهب إلى السوق لشراء بعض الفواكه.,"Here are some translations for ""I want to go to the market to buy some fruits"" in Arabic and Saudi Arabian Arabic:

**Egyptian Arabic:**

*  أرغب في الذهاب للمجتمع لاقتناء بعض الفواكه. (ar-rabb fi 'dhat ila al-majdist la'batun ba't al-fawakah) 
   * This is a more literal translation that emphasizes the ""going to the market"" aspect.

**Saudi Arabian Arabic:**

*  أريد الذهاب للمجتمع لشراء بعض الفواكه. (ar-riyad 'dhat ila al-majdist shā'raba ba't al-fawakah)
    * This translation is simpler and more direct, emphasizing the ""buying"" aspect.

**Note:** 

*  The choice of translation depends on the specific context and your desired level of formality. 


Let me know if you have any other questions! 😊 
",26.05,2,5,3,2,4
gemma2:2b,dia_05,Dialect Test,اشرح الفرق في استخدام كلمة حلو بين اللهجة المصرية واللبنانية مع أمثلة.,"## الفرق في استخدام كلمة ""حلو"" بين اللهجات المصرية ولبنانية 

على الرغم من أنّ ""الحلو"" هو كلمتان متشابهتان في اللغة العربية، إلا أنّها تشير إلى أشياء مختلفة في اللهجات المصرية واللبنانية.  

**باللغة المصرية:**

* **مفهوم:** تُستخدم ""حُلى"" في اللغة المصرية للوصف للأكلات اللذيذة أو الأشياء الجميلة بشكل عام.
* **معنى:** 
    * يرتبط ""الحلو"" بـ **التحديق و الجمال**.  مثلاً: ""هذا الحلو سهل!"" (وهو منشور لِأَنّ الطعام مُميز)
    * يُشير إلى **تفضيلات الشخص**، مثل ""حلوة"" في وصف شخص ما.  مثلاً: ""أنا أحب حلوياتك."" 

**باللغة اللبنانية:**

* **مفهوم:** تُستخدم ""حَلُو"" في اللغة اللبنانية في سياق مختلف، غالبًا لوصف شيء مُلذّ، لكن معنى مختلف عن المصريين.
* **معنى:**
    * يُشير إلى **العمل أو الإنجاز**، مثل ""أحسناً حَلا"" (أنا سعيدٌ للغاية). 
    * تُستخدم في وصف أشياء جميلة وجميلة،  مثلاً: ""حَلُو لِلمُهندسُ"" (جيدة في العمل/الانجازات)

 **ملاحظات:**

*  **المعنى اللغوي**:  في اللغة العربية عامة، يُمكن استخدام ""الحلو"" في وصف الأشياء الجميلة بشكل عام.
* **اللغة المصرية واللبنانية**:  تختلف اللغات، و تختلف اللهجات أيضًا. 
* **معنى مختلف:** قد يختلف معنى كلمة ""حُلى"" بين مصر و لبنان.


**مثال**:

* **مصر**:
    * ""هذه الكاسب حلو!"" (وهو منشور لِأَنّ الطعام مُلذّ) 
    * ""أنا أحبه حلو! ""  (هنا تُستخدم لوصف شخص ما، مثل: ""حلوة"" )

* **لبنان**:
    * ""البيت حَلُو"" (البيت جميلٌ)
    *  ""كانت الطبخات حلا""  (الطبخات جميلة/جيدة)




**بملاحظة:** هذه مجرد أمثلة، قد يتغير معنى كلمة ""حلو"" في اللهجات الأخرى. 



",66.43,5,5,4,5,4
